universityName,cityName,countryName
MetFlux Research Private Limited,Bengaluru,India
Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Jinan,China
Hunan Normal University,Changsha,China
"University of Leeds, School of Medicine",Leeds,United Kingdom
National Cheng Kung University Hospital,Tainan,Taiwan
Wannan Medical College,Wuhu,China
Institute of Zoology Chinese Academy of Sciences,Beijing,China
Medizinische Fakultät Carl Gustav Carus,Dresden,Germany
Tongren Hospital Shanghai Jiao Tong University School Of Medicine,Shanghai,China
Shanghai University of Medicine &amp; Health Sciences,Shanghai,China
Guangxi Medical University,Nanning,China
Central Hospital of Yongzhou,Yongzhou,China
Shantou University Medical College,Shantou,China
Universitätsklinikum Bonn,Bonn,Germany
Erasmus School of Health Policy &amp; Management,Rotterdam,Netherlands
Medizinische Fakultät Münster,Munster,Germany
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
University of Georgia,Athens,United States
Universidad de la Frontera,Temuco,Chile
University of Münster,Munster,Germany
Holy Spirit University of Kaslik (USEK),Jounieh,Lebanon
University of Johannesburg,Johannesburg,South Africa
Central South University Xiangya School of Medicine,Changsha,China
Beijing University of Chinese Medicine,Beijing,China
China Medical University Shenyang,Shenyang,China
MED-EL GmbH,Innsbruck,Austria
Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway
Linköpings Universitet,Linkoping,Sweden
Farabi Eye Hospital,Tehran,Iran
University of Exeter,Exeter,United Kingdom
University of Nigeria,Naukka,Nigeria
Université du Québec à Montréal,Montreal,Canada
Wuhan University of Science and Technology,Wuhan,China
Capital Medical University,Beijing,China
Helsingin Yliopisto,Helsinki,Finland
Renji Hospital,Shanghai,China
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Yanbian University,Yanji,China
Beatrix Kinderziekenhuis,Groningen,Netherlands
Universidad Rey Juan Carlos,Madrid,Spain
Zhejiang Normal University,Jinhua,China
The University of Queensland,Brisbane,Australia
Renji Hospital,Shanghai,China
Shaanxi University of Chinese Medicine,Xianyang,China
Kaunas University of Medicine,Kaunas,Lithuania
HERD International,Lalitpur,Nepal
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Université Paris Cité,Paris,France
Graduate School of Medicine,Suita,Japan
Procédés et Ingénierie en Mécanique et Matériaux,Paris,France
Departement Oncologie,Leuven,Belgium
Nutrition Research Center (SUMS),Shiraz,Iran
Universiti Malaysia Sarawak,Kota Samarahan,Malaysia
University of KwaZulu-Natal,Durban,South Africa
"Universidad de Los Andes, Facultad de Medicina",Bogota,Colombia
School of Medicine (IUMS),Tehran,Iran
Instituto Nacional de Saúde Dr. Ricardo Jorge,Lisbon,Portugal
Philipps-Universität Marburg,Marburg,Germany
Kyungpook National University,Daegu,South Korea
University of Bisha,Bisha,Saudi Arabia
Shandong First Medical University &amp; Shandong Academy of Medical Sciences,Jinan,China
Guangxi Medical University,Nanning,China
The Catholic University of Korea,Bucheon-si,South Korea
Universiti Teknologi MARA,Shah Alam,Malaysia
Yale School of Medicine,New Haven,United States
Cumming School of Medicine,Calgary,Canada
Institut Mondor de Recherche Biomédicale,Creteil,France
Inönü Üniversitesi,Malatya,Turkey
Universidade do Oeste de Santa Catarina,Joacaba,Brazil
Gachon University,Seongnam,South Korea
Faculty of Health Sciences,Pretoria,South Africa
School of Medicine,Xiamen,China
Hainan Medical University,Haikou,China
University Medical Center Utrecht,Utrecht,Netherlands
"Beijing Obstertrics and Gynecology Hospital, Capital Medical University",Beijing,China
King Khalid University,Abha,Saudi Arabia
Second Affiliated Hospital of Southern University of Science and Technology,Shenzhen,China
Peking University Sixth Hospital,Beijing,China
IRCCS Ospedale Pediatrico Bambino Gesù,Rome,Italy
University of Wollongong,Wollongong,Australia
Universidade de Lisboa,Lisbon,Portugal
NIH Clinical Center (CC),Bethesda,United States
Boise VA Medical Center,Boise,United States
Nanjing Medical University,Nanjing,China
Yekatit 12 Hospital Medical College,Addis Ababa,Ethiopia
Tohoku University,Sendai,Japan
"Merck &amp; Co., Inc.",Rahway,United States
Juntendo University Graduate School of Medicine,Tokyo,Japan
Hebei University,Baoding,China
Anhui Medical University,Hefei,China
University of Tsukuba,Tsukuba,Japan
Boğaziçi Üniversitesi,Bebek,Turkey
A.C.Camargo Cancer Center,Sao Paulo,Brazil
Charité – Universitätsmedizin Berlin,Berlin,Germany
Institut Curie,Paris,France
University of Shanghai for Science and Technology,Shanghai,China
Aja University of Medical Sciences,Tehran,Iran
COMSATS University Islamabad,Islamabad,Pakistan
York Health Economics Consortium,York,United Kingdom
University of Cincinnati,Cincinnati,United States
"Mashhad University of Medical Sciences, School of Medicine",Mashhad,Iran
Imperial College Faculty of Medicine,London,United Kingdom
Gazi Üniversitesi,Ankara,Turkey
"Islamic Azad University, Khorramabad Branch",Khorramabad,Iran
Yangzhou University,Yangzhou,China
Edge Hill University,Ormskirk,United Kingdom
Shandong Second Medical University,Weifang,China
Central South University Xiangya School of Medicine,Changsha,China
NUS Yong Loo Lin School of Medicine,Singapore City,Singapore
NC State University,Raleigh,United States
Charité – Universitätsmedizin Berlin,Berlin,Germany
Zhejiang Chinese Medical University,Hangzhou,China
Technische Universität Dresden,Dresden,Germany
Northern Border University,Arar,Saudi Arabia
Southwest Jiaotong University,Chengdu,China
UKK Institute Finland,Tampere,Finland
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
Zhongshan Hospital Affiliated to Xiamen University,Xiamen,China
Kochi Health Sciences Center,Kochi,Japan
Qingdao Municipal Hospital,Qingdao,China
Faculty of Science,Shibin El Kom,Egypt
China Medical University Shenyang,Shenyang,China
Capital Medical University,Beijing,China
Université Fédérale de Sergipe,Sao Cristovao,Brazil
Universidad de Monterrey,San Pedro Garza Garcia,Mexico
Yanbian University,Yanji,China
Gaochun Peoples Hospital Affiliated to Jiangsu University,Nanjing,China
Haliç Üniversitesi,Istanbul,Turkey
Urumqi Stomatological Hospital,Urumqi,China
Yamasa Corporation,Choshi,Japan
Addis Ababa University,Addis Ababa,Ethiopia
Umm Al-Qura University,Makkah,Saudi Arabia
"FLUIDDA, NV",Kontich,Belgium
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Alex Ekwueme Federal University Teaching Hospital Abakaliki,Abakaliki,Nigeria
Universität Bonn,Bonn,Germany
Prince of Narathiwas University,"Muang, Narathiwat",Thailand
Københavns Universitet,Copenhagen,Denmark
Tehran University of Medical Sciences,Tehran,Iran
University of Bern,Bern,Switzerland
Colorado State University,Fort Collins,United States
"Health Services Management Research Center, Institute for Futures Studies in Health, Kerman University of Medical Sciences",Kerman,Iran
Lira University,Lira,Uganda
Nanjing Medical University,Nanjing,China
Ehime University,Matsuyama,Japan
University of Cape Town,Cape Town,South Africa
Alma Mater Studiorum Università di Bologna,Bologna,Italy
Tongji University School of Medicine,Shanghai,China
Social Determinants of Health Research Center,Tabriz,Iran
Seth GS Medical College and KEM Hospital,Mumbai,India
Università di Trento,Trento,Italy
Dalian University,Dalian,China
Soochow University,Suzhou,China
The University of Jordan,Amman,Jordan
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Gdanski Uniwersytet Medyczny,Gdansk,Poland
Faculty of Medicine,Hamadan,Iran
Yantai Yantaishan Hospital,Yantai,China
Institute of General Pathology and Pathophysiology RAMS,Moscow,Russian Federation
School of Rehabilitation,Tehran,Iran
Karolinska Institutet,Stockholm,Sweden
University of Technology- Iraq,Baghdad,Iraq
Xia man University,Jinhua City,China
University of Pennsylvania Perelman School of Medicine,Philadelphia,United States
AP-HP Assistance Publique - Hopitaux de Paris,Paris,France
University of Ha'il,Hail,Saudi Arabia
"Research Center for Social Determinants of Health, Research Institute for Endocrine Sciences, Shahid Beheshti University of Medical Sciences",Tehran,Iran
Università degli Studi di Torino,Turin,Italy
Ningxia Medical University,Yinchuan,China
Instituto Nacional de Salud Publica,Cuernavaca,Mexico
Tokat Gaziosmanpaşa Üniversitesi,Tokat,Turkey
Jinzhou Medical University,Jinzhou,China
Kashan University of Medical Sciences,Kashan,Iran
University of Pennsylvania Perelman School of Medicine,Philadelphia,United States
Oita University Faculty of Medicine,Yufu,Japan
Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway
Hunan Normal University,Changsha,China
University of Stirling,Stirling,United Kingdom
Centre de recherche du CHU de Québec-Université Laval,Quebec,Canada
University Medical Center Utrecht,Utrecht,Netherlands
Technische Universität Dresden,Dresden,Germany
Faculty of Medicine,6th October,Egypt
Ahvaz Jundishapur University of Medical Sciences,Ahvaz,Iran
State University of Applied Sciences in Głogów,Glogow,Poland
School of Nutritional Sciences and Dietetics,Tehran,Iran
UniversitatsSpital Zurich,Zurich,Switzerland
King Abdulaziz University,Jeddah,Saudi Arabia
Sanming Integrated Medicine Hospital,Sanming,China
Faculty of Medicine,Cairo,Egypt
Policlinico Casilino,Rome,Italy
American University of Armenia,Yerevan,Armenia
Indiana University School of Medicine,Indianapolis,United States
Yunnan University,Kunming,China
National Research Centre,Giza,Egypt
VA Ann Arbor Healthcare System,Ann Arbor,United States
First People’s Hospital of Shangqiu,Shangqiu,China
Universitätsklinikum Münster,Munster,Germany
Gansu Agricultural University,Lanzhou,China
Region Stockholm,Stockholm,Sweden
Stanford University School of Medicine,Stanford,United States
Army Medical University,Chongqing,China
Kohat University of Science and Technology (KUST),Kohat,Pakistan
Helsinki University Hospital,Helsinki,Finland
Nanjing University of Traditional Chinese Medicine,Nanjing,China
Jeju National University School of Medicine,Jeju,South Korea
Universität Luzern,Luzern,Switzerland
The First Bethune Hospital of Jilin University,Changchun,China
Hunan Normal University,Changsha,China
Mahidol University,Nakhon Pathom,Thailand
Chongqing Medical University,Chongqing,China
Brighton and Sussex Medical School,Brighton,United Kingdom
UiT Norges Arktiske Universitet,Tromso,Norway
College of Medicine,Doha,Qatar
Pôle Saint-Hélier,Rennes,France
National Hospital of Sri Lanka,Colombo,Sri Lanka
Pécsi Tudományegyetem,Pecs,Hungary
Hebei Medical University,Shijiazhuang,China
Tongji University School of Medicine,Shanghai,China
Universiti Malaya,Kuala Lumpur,Malaysia
Graduate School of Medicine,Kyoto,Japan
University of the Free State,Bloemfontein,South Africa
"Università degli Studi di Catania, Scuola di Medicina",Catania,Italy
Institutionen för Experimentell Medicinsk Vetenskap,Lund,Sweden
Pontificia Universidad Católica de Chile,Santiago,Chile
University of Nigeria,Naukka,Nigeria
University of Tehran,Tehran,Iran
Doreni Woreda Health Office,Mattu,Ethiopia
Univerza v Ljubljani,Ljubljana,Slovenia
Sun Yat-Sen University Cancer Center,Guangzhou,China
Faculty of Medicine,Cairo,Egypt
Uniwersytet Warminsko-Mazurski w Olsztynie,Olsztyn,Poland
Shanghai University of Traditional Chinese Medicine,Shanghai,China
Yonsei University College of Dentistry,Seoul,South Korea
Hospital Mutua Montañesa,Santander,Spain
Shanghai Seventh People's Hospital,Shanghai,China
Universidad Europea de Madrid,Villaviciosa de Odon,Spain
"Università degli Studi di Bologna, Facoltà di Medicina e Chirurgia",Bologna,Italy
The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,China
Rutgers University–New Brunswick,New Brunswick,United States
Universitätsklinikum Freiburg,Freiburg im Breisgau,Germany
Sciences Economiques et Sociales de la Santé et Traitement de l'Information Médicale,Marseille,France
"Kalinga Institute of Industrial Technology, Bhubaneswar",Bhubaneswar,India
St. Thomas' College of Engineering and Technology,Kolkata,India
University of Cambridge,Cambridge,United Kingdom
Affiliated Hospital of Southwest Medical University,Luzhou,China
Hebei Medical University,Shijiazhuang,China
The General Hospital of Western Theater Command,Chengdu,China
Guangzhou University of Chinese Medicine,Guangzhou,China
The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,China
Wollo University,Dessie,Ethiopia
James Cook University,Townsville,Australia
Chengdu Women and Children's Medical Center,Chengdu,China
Fujian Agriculture and Forestry University,Fuzhou,China
Zhongshan Hospital,Shanghai,China
Guangyuan Central Hospital,Guangyuan,China
Texas A&amp;M University,College Station,United States
National United University Taiwan,Miao-li,Taiwan
Semmelweis Egyetem,Budapest,Hungary
"Universidad Peruana Cayetano Heredia, Facultad de Medicina Alberto Hurtado",Lima,Peru
Medical University of Warsaw,Warsaw,Poland
King Hussein Cancer Centre,Amman,Jordan
S. A. Raja Pharmacy College,Tirunelveli,India
Faculty of Medicine,Qena,Egypt
Guangzhou Lab,Guangzhou,China
NIHR Oxford Biomedical Research Centre,Oxford,United Kingdom
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
MRC Centre for Neuropsychiatric Genetics and Genomics,Cardiff,United Kingdom
University of Colorado Anschutz Medical Campus,Aurora,United States
University of Saskatchewan,Saskatoon,Canada
Kurdistan University of Medical Sciences,Sanandaj,Iran
University of South Africa,Pretoria,South Africa
Ardabil University of Medical Sciences,Ardabil,Iran
Second Affiliated Hospital of Harbin Medical University,Harbin,China
Arabian Gulf University,Manama,Bahrain
Weill Bugando School of Medicine,Mwanza,Tanzania
Public Health Foundation of India,New Delhi,India
Kanagawa University of Human Services,Yokosuka,Japan
Hangzhou First People's Hospital,Hangzhou,China
Dilla University,Addis Ababa,Ethiopia
Universidade Federal do Rio Grande do Norte,Natal,Brazil
"Islamic Azad University, Science and Research Branch",Tehran,Iran
Cavite State University,Indang,Philippines
Università degli Studi di Trieste,Trieste,Italy
Khomein University of Medical Sciences,Khomein,Iran
Thammasat University,Pathum Thani,Thailand
Lebanese American University,Beirut,Lebanon
NUS Yong Loo Lin School of Medicine,Singapore City,Singapore
Shahrekord University of Medical Sciences,Shahr-e Kord,Iran
Tongren Hospital Shanghai Jiao Tong University School Of Medicine,Shanghai,China
University of Gondar,Gondar,Ethiopia
Institut Salah Azaiez De Tunis,Tunis,Tunisia
